nohup: ignoring input
Some weights of RobertaModel were not initialized from the model checkpoint at roberta-base and are newly initialized: ['pooler.dense.bias', 'pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
The new embeddings will be initialized from a multivariate normal distribution that has old embeddings' mean and covariance. As described in this article: https://nlp.stanford.edu/~johnhew/vocab-expansion.html. To disable this, use `mean_resizing=False`
/home/ethanbobrik/explainable-misinfo-ai/baseline_model/training/train_twophase.py:540: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler() if use_amp else None
[train] Using device: cuda
[load_dataset] Loading dataset from /home/ethanbobrik/explainable-misinfo-ai/data/processed/final_datasets
[load_dataset] Found parquet files, loading from parquet
[train] Using backbone: roberta-base
[tokenize] Added 4 special tokens to tokenizer.
[lora_utils] Applied PEFT LoRA to encoder.
[train] Detected 12 transformer layers

[Phase 1] Head-only training
  Trainable: 397,063 | Frozen: 124,943,616 | Total: 125,340,679

Phase1 Epoch 1/10:   0%|          | 0/1239 [00:00<?, ?it/s]/home/ethanbobrik/explainable-misinfo-ai/baseline_model/training/train_twophase.py:242: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast():

Phase1 Epoch 1/10:   0%|          | 0/1239 [00:01<?, ?it/s, Loss=0.8665, Acc=43.75%]
Phase1 Epoch 1/10:   0%|          | 1/1239 [00:01<20:55,  1.01s/it, Loss=0.8665, Acc=43.75%]
Phase1 Epoch 1/10:   0%|          | 1/1239 [00:01<20:55,  1.01s/it, Loss=0.8645, Acc=43.75%]
Phase1 Epoch 1/10:   0%|          | 2/1239 [00:01<10:42,  1.92it/s, Loss=0.8645, Acc=43.75%]
Phase1 Epoch 1/10:   0%|          | 2/1239 [00:01<10:42,  1.92it/s, Loss=0.8610, Acc=48.96%]
Phase1 Epoch 1/10:   0%|          | 3/1239 [00:01<07:29,  2.75it/s, Loss=0.8610, Acc=48.96%]
Phase1 Epoch 1/10:   0%|          | 3/1239 [00:01<07:29,  2.75it/s, Loss=0.8582, Acc=49.22%]
Phase1 Epoch 1/10:   0%|          | 4/1239 [00:01<05:46,  3.56it/s, Loss=0.8582, Acc=49.22%]
Phase1 Epoch 1/10:   0%|          | 4/1239 [00:01<05:46,  3.56it/s, Loss=0.8599, Acc=47.50%]
Phase1 Epoch 1/10:   0%|          | 5/1239 [00:01<04:45,  4.32it/s, Loss=0.8599, Acc=47.50%]
Phase1 Epoch 1/10:   0%|          | 5/1239 [00:01<04:45,  4.32it/s, Loss=0.8609, Acc=50.00%]
Phase1 Epoch 1/10:   0%|          | 6/1239 [00:01<04:19,  4.74it/s, Loss=0.8609, Acc=50.00%]
Phase1 Epoch 1/10:   0%|          | 6/1239 [00:02<04:19,  4.74it/s, Loss=0.8597, Acc=50.45%]
Phase1 Epoch 1/10:   1%|          | 7/1239 [00:02<04:06,  4.99it/s, Loss=0.8597, Acc=50.45%]
Phase1 Epoch 1/10:   8%|▊         | 93/1239 [00:16<03:02,  6.29it/s, Loss=0.8346, Acc=53.76%]
Phase1 Epoch 1/10:   8%|▊         | 93/1239 [00:16<03:02,  6.29it/s, Loss=0.8345, Acc=53.76%]
Phase1 Epoch 1/10:   8%|▊         | 94/1239 [00:16<03:07,  6.12it/s, Loss=0.8345, Acc=53.76%]
Phase1 Epoch 1/10:   8%|▊         | 94/1239 [00:16<03:07,  6.12it/s, Loss=0.8339, Acc=53.82%]
Phase1 Epoch 1/10:   8%|▊         | 95/1239 [00:16<03:12,  5.95it/s, Loss=0.8339, Acc=53.82%]
Phase1 Epoch 1/10:   8%|▊         | 95/1239 [00:16<03:12,  5.95it/s, Loss=0.8335, Acc=53.78%]
Phase1 Epoch 1/10:   8%|▊         | 96/1239 [00:16<03:07,  6.09it/s, Loss=0.8335, Acc=53.78%]
Phase1 Epoch 1/10:   8%|▊         | 96/1239 [00:16<03:07,  6.09it/s, Loss=0.8333, Acc=53.80%]
Phase1 Epoch 1/10:   8%|▊         | 97/1239 [00:16<03:01,  6.31it/s, Loss=0.8333, Acc=53.80%]
Phase1 Epoch 1/10:   8%|▊         | 97/1239 [00:16<03:01,  6.31it/s, Loss=0.8327, Acc=53.86%]
Phase1 Epoch 1/10:   8%|▊         | 98/1239 [00:16<03:06,  6.13it/s, Loss=0.8327, Acc=53.86%]
Phase1 Epoch 1/10:   8%|▊         | 98/1239 [00:17<03:06,  6.13it/s, Loss=0.8329, Acc=53.82%]
Phase1 Epoch 1/10:   8%|▊         | 99/1239 [00:17<03:11,  5.95it/s, Loss=0.8329, Acc=53.82%]
Phase1 Epoch 1/10:   8%|▊         | 99/1239 [00:17<03:11,  5.95it/s, Loss=0.8319, Acc=53.94%]
Phase1 Epoch 1/10:   8%|▊         | 100/1239 [00:17<03:07,  6.08it/s, Loss=0.8319, Acc=53.94%]
Phase1 Epoch 1/10:   8%|▊         | 100/1239 [00:17<03:07,  6.08it/s, Loss=0.8310, Acc=54.05%]
Phase1 Epoch 1/10:   8%|▊         | 101/1239 [00:17<03:00,  6.30it/s, Loss=0.8310, Acc=54.05%]
Phase1 Epoch 1/10:   8%|▊         | 101/1239 [00:17<03:00,  6.30it/s, Loss=0.8309, Acc=53.98%]
Phase1 Epoch 1/10:   8%|▊         | 102/1239 [00:17<03:05,  6.12it/s, Loss=0.8309, Acc=53.98%]
Phase1 Epoch 1/10:   8%|▊         | 102/1239 [00:17<03:05,  6.12it/s, Loss=0.8302, Acc=54.04%]
Phase1 Epoch 1/10:   8%|▊         | 103/1239 [00:17<03:10,  5.95it/s, Loss=0.8302, Acc=54.04%]
Phase1 Epoch 1/10:   8%|▊         | 103/1239 [00:17<03:10,  5.95it/s, Loss=0.8298, Acc=54.06%]
Phase1 Epoch 1/10:   8%|▊         | 104/1239 [00:17<03:06,  6.07it/s, Loss=0.8298, Acc=54.06%]
Phase1 Epoch 1/10:   8%|▊         | 104/1239 [00:17<03:06,  6.07it/s, Loss=0.8287, Acc=54.23%]
Phase1 Epoch 1/10:   8%|▊         | 105/1239 [00:17<03:00,  6.29it/s, Loss=0.8287, Acc=54.23%]
Phase1 Epoch 1/10:   8%|▊         | 105/1239 [00:18<03:00,  6.29it/s, Loss=0.8281, Acc=54.27%]
Phase1 Epoch 1/10:   9%|▊         | 106/1239 [00:18<03:04,  6.15it/s, Loss=0.8281, Acc=54.27%]
Phase1 Epoch 1/10:   9%|▊         | 106/1239 [00:18<03:04,  6.15it/s, Loss=0.8283, Acc=54.21%]
Phase1 Epoch 1/10:   9%|▊         | 107/1239 [00:18<03:09,  5.97it/s, Loss=0.8283, Acc=54.21%]
Phase1 Epoch 1/10:   9%|▊         | 107/1239 [00:18<03:09,  5.97it/s, Loss=0.8275, Acc=54.34%]
Phase1 Epoch 1/10:   9%|▊         | 108/1239 [00:18<03:05,  6.09it/s, Loss=0.8275, Acc=54.34%]
Phase1 Epoch 1/10:   9%|▊         | 108/1239 [00:18<03:05,  6.09it/s, Loss=0.8280, Acc=54.21%]
Phase1 Epoch 1/10:   9%|▉         | 109/1239 [00:18<02:59,  6.30it/s, Loss=0.8280, Acc=54.21%]
Phase1 Epoch 1/10:   9%|▉         | 109/1239 [00:18<02:59,  6.30it/s, Loss=0.8273, Acc=54.29%]
Phase1 Epoch 1/10:   9%|▉         | 110/1239 [00:18<03:04,  6.12it/s, Loss=0.8273, Acc=54.29%]
Phase1 Epoch 1/10:   9%|▉         | 110/1239 [00:19<03:04,  6.12it/s, Loss=0.8263, Acc=54.42%]
Phase1 Epoch 1/10:   9%|▉         | 111/1239 [00:19<03:09,  5.95it/s, Loss=0.8263, Acc=54.42%]
Phase1 Epoch 1/10:   9%|▉         | 111/1239 [00:19<03:09,  5.95it/s, Loss=0.8256, Acc=54.49%]
Phase1 Epoch 1/10:   9%|▉         | 112/1239 [00:19<03:05,  6.09it/s, Loss=0.8256, Acc=54.49%]
Phase1 Epoch 1/10:   9%|▉         | 112/1239 [00:19<03:05,  6.09it/s, Loss=0.8261, Acc=54.40%]
Phase1 Epoch 1/10:   9%|▉         | 113/1239 [00:19<02:58,  6.30it/s, Loss=0.8261, Acc=54.40%]
Phase1 Epoch 1/10:   9%|▉         | 113/1239 [00:19<02:58,  6.30it/s, Loss=0.8264, Acc=54.33%]
Phase1 Epoch 1/10:   9%|▉         | 114/1239 [00:19<03:03,  6.12it/s, Loss=0.8264, Acc=54.33%]
Phase1 Epoch 1/10:   9%|▉         | 114/1239 [00:19<03:03,  6.12it/s, Loss=0.8255, Acc=54.43%]
Phase1 Epoch 1/10:   9%|▉         | 115/1239 [00:19<03:09,  5.94it/s, Loss=0.8255, Acc=54.43%]
Phase1 Epoch 1/10:   9%|▉         | 115/1239 [00:19<03:09,  5.94it/s, Loss=0.8254, Acc=54.42%]
Phase1 Epoch 1/10:   9%|▉         | 116/1239 [00:19<03:05,  6.05it/s, Loss=0.8254, Acc=54.42%]
Phase1 Epoch 1/10:   9%|▉         | 116/1239 [00:19<03:05,  6.05it/s, Loss=0.8245, Acc=54.54%]
Phase1 Epoch 1/10:   9%|▉         | 117/1239 [00:19<02:58,  6.28it/s, Loss=0.8245, Acc=54.54%]
Phase1 Epoch 1/10:   9%|▉         | 117/1239 [00:20<02:58,  6.28it/s, Loss=0.8237, Acc=54.63%]
Phase1 Epoch 1/10:  10%|▉         | 118/1239 [00:20<03:03,  6.11it/s, Loss=0.8237, Acc=54.63%]
Phase1 Epoch 1/10:  10%|▉         | 118/1239 [00:20<03:03,  6.11it/s, Loss=0.8229, Acc=54.75%]
Phase1 Epoch 1/10:  10%|▉         | 119/1239 [00:20<03:08,  5.95it/s, Loss=0.8229, Acc=54.75%]
Phase1 Epoch 1/10:  10%|▉         | 119/1239 [00:20<03:08,  5.95it/s, Loss=0.8227, Acc=54.74%]
Phase1 Epoch 1/10:  10%|▉         | 120/1239 [00:20<03:02,  6.14it/s, Loss=0.8227, Acc=54.74%]
Phase1 Epoch 1/10:  10%|▉         | 120/1239 [00:20<03:02,  6.14it/s, Loss=0.8227, Acc=54.70%]
Phase1 Epoch 1/10:  10%|▉         | 121/1239 [00:20<02:57,  6.29it/s, Loss=0.8227, Acc=54.70%]
Phase1 Epoch 1/10:  10%|▉         | 121/1239 [00:20<02:57,  6.29it/s, Loss=0.8215, Acc=54.87%]
Phase1 Epoch 1/10:  10%|▉         | 122/1239 [00:20<03:02,  6.11it/s, Loss=0.8215, Acc=54.87%]
Phase1 Epoch 1/10:  10%|▉         | 122/1239 [00:20<03:02,  6.11it/s, Loss=0.8224, Acc=54.75%]
Phase1 Epoch 1/10:  10%|▉         | 123/1239 [00:20<03:08,  5.93it/s, Loss=0.8224, Acc=54.75%]
Phase1 Epoch 1/10:  10%|▉         | 123/1239 [00:21<03:08,  5.93it/s, Loss=0.8230, Acc=54.69%]
Phase1 Epoch 1/10:  10%|█         | 124/1239 [00:21<03:03,  6.07it/s, Loss=0.8230, Acc=54.69%]
Phase1 Epoch 1/10:  10%|█         | 124/1239 [00:21<03:03,  6.07it/s, Loss=0.8226, Acc=54.75%]
Phase1 Epoch 1/10:  10%|█         | 125/1239 [00:21<02:58,  6.23it/s, Loss=0.8226, Acc=54.75%]
Phase1 Epoch 1/10:  10%|█         | 125/1239 [00:21<02:58,  6.23it/s, Loss=0.8229, Acc=54.69%]
Phase1 Epoch 1/10:  10%|█         | 126/1239 [00:21<03:03,  6.07it/s, Loss=0.8229, Acc=54.69%]
Phase1 Epoch 1/10:  10%|█         | 126/1239 [00:21<03:03,  6.07it/s, Loss=0.8226, Acc=54.72%]
Phase1 Epoch 1/10:  10%|█         | 127/1239 [00:21<03:07,  5.92it/s, Loss=0.8226, Acc=54.72%]
Phase1 Epoch 1/10:  10%|█         | 127/1239 [00:21<03:07,  5.92it/s, Loss=0.8225, Acc=54.74%]
Phase1 Epoch 1/10:  10%|█         | 128/1239 [00:21<03:05,  6.00it/s, Loss=0.8225, Acc=54.74%]
Phase1 Epoch 1/10:  10%|█         | 128/1239 [00:21<03:05,  6.00it/s, Loss=0.8223, Acc=54.75%]
Phase1 Epoch 1/10:  10%|█         | 129/1239 [00:21<02:58,  6.23it/s, Loss=0.8223, Acc=54.75%]
Phase1 Epoch 1/10:  10%|█         | 129/1239 [00:22<02:58,  6.23it/s, Loss=0.8220, Acc=54.76%]
Phase1 Epoch 1/10:  10%|█         | 130/1239 [00:22<03:02,  6.06it/s, Loss=0.8220, Acc=54.76%]
Phase1 Epoch 1/10:  10%|█         | 130/1239 [00:22<03:02,  6.06it/s, Loss=0.8213, Acc=54.84%]
Phase1 Epoch 1/10:  11%|█         | 131/1239 [00:22<03:07,  5.92it/s, Loss=0.8213, Acc=54.84%]
Phase1 Epoch 1/10:  11%|█         | 131/1239 [00:22<03:07,  5.92it/s, Loss=0.8211, Acc=54.83%]
Phase1 Epoch 1/10:  11%|█         | 132/1239 [00:22<03:04,  6.01it/s, Loss=0.8211, Acc=54.83%]
Phase1 Epoch 1/10:  11%|█         | 132/1239 [00:22<03:04,  6.01it/s, Loss=0.8208, Acc=54.86%]
Phase1 Epoch 1/10:  11%|█         | 133/1239 [00:22<02:56,  6.25it/s, Loss=0.8208, Acc=54.86%]
Phase1 Epoch 1/10:  11%|█         | 133/1239 [00:22<02:56,  6.25it/s, Loss=0.8204, Acc=54.90%]
Phase1 Epoch 1/10:  11%|█         | 134/1239 [00:22<03:01,  6.08it/s, Loss=0.8204, Acc=54.90%]
Phase1 Epoch 1/10:  11%|█         | 134/1239 [00:22<03:01,  6.08it/s, Loss=0.8202, Acc=54.88%]
Phase1 Epoch 1/10:  11%|█         | 135/1239 [00:22<03:06,  5.93it/s, Loss=0.8202, Acc=54.88%]
Phase1 Epoch 1/10:  11%|█         | 135/1239 [00:23<03:06,  5.93it/s, Loss=0.8193, Acc=54.99%]
Phase1 Epoch 1/10:  11%|█         | 136/1239 [00:23<03:01,  6.09it/s, Loss=0.8193, Acc=54.99%]
Phase1 Epoch 1/10:  11%|█         | 136/1239 [00:23<03:01,  6.09it/s, Loss=0.8201, Acc=54.86%]
Phase1 Epoch 1/10:  11%|█         | 137/1239 [00:23<02:56,  6.25it/s, Loss=0.8201, Acc=54.86%]
Phase1 Epoch 1/10:  11%|█         | 137/1239 [00:23<02:56,  6.25it/s, Loss=0.8198, Acc=54.87%]
Phase1 Epoch 1/10:  11%|█         | 138/1239 [00:23<03:01,  6.08it/s, Loss=0.8198, Acc=54.87%]
Phase1 Epoch 1/10:  11%|█         | 138/1239 [00:23<03:01,  6.08it/s, Loss=0.8195, Acc=54.90%]
Phase1 Epoch 1/10:  11%|█         | 139/1239 [00:23<03:05,  5.92it/s, Loss=0.8195, Acc=54.90%]
Phase1 Epoch 1/10:  11%|█         | 139/1239 [00:23<03:05,  5.92it/s, Loss=0.8208, Acc=54.71%]
Phase1 Epoch 1/10:  11%|█▏        | 140/1239 [00:23<03:02,  6.03it/s, Loss=0.8208, Acc=54.71%]
Phase1 Epoch 1/10:  11%|█▏        | 140/1239 [00:23<03:02,  6.03it/s, Loss=0.8205, Acc=54.72%]
Phase1 Epoch 1/10:  11%|█▏        | 141/1239 [00:23<02:55,  6.25it/s, Loss=0.8205, Acc=54.72%]
Phase1 Epoch 1/10:  11%|█▏        | 141/1239 [00:24<02:55,  6.25it/s, Loss=0.8202, Acc=54.71%]
Phase1 Epoch 1/10:  11%|█▏        | 142/1239 [00:24<03:00,  6.08it/s, Loss=0.8202, Acc=54.71%]
Phase1 Epoch 1/10:  11%|█▏        | 142/1239 [00:24<03:00,  6.08it/s, Loss=0.8205, Acc=54.63%]
Phase1 Epoch 1/10:  12%|█▏        | 143/1239 [00:24<03:06,  5.88it/s, Loss=0.8205, Acc=54.63%]
Phase1 Epoch 1/10:  12%|█▏        | 143/1239 [00:24<03:06,  5.88it/s, Loss=0.8202, Acc=54.67%]
Phase1 Epoch 1/10:  12%|█▏        | 144/1239 [00:24<03:03,  5.98it/s, Loss=0.8202, Acc=54.67%]
Phase1 Epoch 1/10:  12%|█▏        | 144/1239 [00:24<03:03,  5.98it/s, Loss=0.8195, Acc=54.74%]
Phase1 Epoch 1/10:  12%|█▏        | 145/1239 [00:24<02:56,  6.21it/s, Loss=0.8195, Acc=54.74%]
Phase1 Epoch 1/10:  12%|█▏        | 145/1239 [00:24<02:56,  6.21it/s, Loss=0.8190, Acc=54.82%]
Phase1 Epoch 1/10:  12%|█▏        | 146/1239 [00:24<03:00,  6.06it/s, Loss=0.8190, Acc=54.82%]
Phase1 Epoch 1/10:  12%|█▏        | 146/1239 [00:24<03:00,  6.06it/s, Loss=0.8191, Acc=54.76%]
Phase1 Epoch 1/10:  12%|█▏        | 147/1239 [00:24<03:05,  5.89it/s, Loss=0.8191, Acc=54.76%]
Phase1 Epoch 1/10:  12%|█▏        | 147/1239 [00:25<03:05,  5.89it/s, Loss=0.8189, Acc=54.81%]
Phase1 Epoch 1/10:  12%|█▏        | 148/1239 [00:25<03:01,  6.01it/s, Loss=0.8189, Acc=54.81%]
Phase1 Epoch 1/10:  12%|█▏        | 148/1239 [00:25<03:01,  6.01it/s, Loss=0.8191, Acc=54.74%]
Phase1 Epoch 1/10:  12%|█▏        | 149/1239 [00:25<02:54,  6.23it/s, Loss=0.8191, Acc=54.74%]
Phase1 Epoch 1/10:  12%|█▏        | 149/1239 [00:25<02:54,  6.23it/s, Loss=0.8185, Acc=54.79%]
Phase1 Epoch 1/10:  12%|█▏        | 150/1239 [00:25<02:59,  6.07it/s, Loss=0.8185, Acc=54.79%]
Phase1 Epoch 1/10:  12%|█▏        | 150/1239 [00:25<02:59,  6.07it/s, Loss=0.8181, Acc=54.86%]
Phase1 Epoch 1/10:  12%|█▏        | 151/1239 [00:25<03:03,  5.92it/s, Loss=0.8181, Acc=54.86%]
Phase1 Epoch 1/10:  12%|█▏        | 151/1239 [00:25<03:03,  5.92it/s, Loss=0.8185, Acc=54.77%]
Phase1 Epoch 1/10:  12%|█▏        | 152/1239 [00:25<02:58,  6.08it/s, Loss=0.8185, Acc=54.77%]
Phase1 Epoch 1/10:  12%|█▏        | 152/1239 [00:25<02:58,  6.08it/s, Loss=0.8178, Acc=54.86%]
Phase1 Epoch 1/10:  12%|█▏        | 153/1239 [00:25<02:52,  6.29it/s, Loss=0.8178, Acc=54.86%]
Phase1 Epoch 1/10:  12%|█▏        | 153/1239 [00:26<02:52,  6.29it/s, Loss=0.8179, Acc=54.81%]
Phase1 Epoch 1/10:  12%|█▏        | 154/1239 [00:26<02:57,  6.10it/s, Loss=0.8179, Acc=54.81%]
Phase1 Epoch 1/10:  12%|█▏        | 154/1239 [00:26<02:57,  6.10it/s, Loss=0.8180, Acc=54.76%]
Phase1 Epoch 1/10:  13%|█▎        | 155/1239 [00:26<03:02,  5.93it/s, Loss=0.8180, Acc=54.76%]
Phase1 Epoch 1/10:  13%|█▎        | 155/1239 [00:26<03:02,  5.93it/s, Loss=0.8180, Acc=54.75%]
Phase1 Epoch 1/10:  13%|█▎        | 156/1239 [00:26<03:00,  5.99it/s, Loss=0.8180, Acc=54.75%]
Phase1 Epoch 1/10:  13%|█▎        | 156/1239 [00:26<03:00,  5.99it/s, Loss=0.8177, Acc=54.78%]
Phase1 Epoch 1/10:  13%|█▎        | 157/1239 [00:26<02:53,  6.23it/s, Loss=0.8177, Acc=54.78%]
Phase1 Epoch 1/10:  13%|█▎        | 157/1239 [00:26<02:53,  6.23it/s, Loss=0.8172, Acc=54.85%]
Phase1 Epoch 1/10:  13%|█▎        | 158/1239 [00:26<02:58,  6.06it/s, Loss=0.8172, Acc=54.85%]
Phase1 Epoch 1/10:  13%|█▎        | 158/1239 [00:26<02:58,  6.06it/s, Loss=0.8170, Acc=54.83%]
Phase1 Epoch 1/10:  13%|█▎        | 159/1239 [00:26<03:02,  5.91it/s, Loss=0.8170, Acc=54.83%]
Phase1 Epoch 1/10:  13%|█▎        | 159/1239 [00:27<03:02,  5.91it/s, Loss=0.8161, Acc=54.96%]
Phase1 Epoch 1/10:  13%|█▎        | 160/1239 [00:27<03:00,  5.99it/s, Loss=0.8161, Acc=54.96%]
Phase1 Epoch 1/10:  13%|█▎        | 160/1239 [00:27<03:00,  5.99it/s, Loss=0.8163, Acc=54.93%]
Phase1 Epoch 1/10:  13%|█▎        | 161/1239 [00:27<02:52,  6.23it/s, Loss=0.8163, Acc=54.93%]
Phase1 Epoch 1/10:  13%|█▎        | 161/1239 [00:27<02:52,  6.23it/s, Loss=0.8160, Acc=54.96%]
Phase1 Epoch 1/10:  13%|█▎        | 162/1239 [00:27<02:57,  6.07it/s, Loss=0.8160, Acc=54.96%]
Phase1 Epoch 1/10:  13%|█▎        | 162/1239 [00:27<02:57,  6.07it/s, Loss=0.8162, Acc=54.89%]
Phase1 Epoch 1/10:  13%|█▎        | 163/1239 [00:27<03:02,  5.91it/s, Loss=0.8162, Acc=54.89%]
Phase1 Epoch 1/10:  13%|█▎        | 163/1239 [00:27<03:02,  5.91it/s, Loss=0.8156, Acc=54.95%]
Phase1 Epoch 1/10:  13%|█▎        | 164/1239 [00:27<02:59,  6.00it/s, Loss=0.8156, Acc=54.95%]
Phase1 Epoch 1/10:  13%|█▎        | 164/1239 [00:27<02:59,  6.00it/s, Loss=0.8151, Acc=54.98%]
Phase1 Epoch 1/10:  13%|█▎        | 165/1239 [00:27<02:52,  6.24it/s, Loss=0.8151, Acc=54.98%]
Phase1 Epoch 1/10:  13%|█▎        | 165/1239 [00:28<02:52,  6.24it/s, Loss=0.8149, Acc=54.99%]
Phase1 Epoch 1/10:  13%|█▎        | 166/1239 [00:28<02:56,  6.07it/s, Loss=0.8149, Acc=54.99%]
Phase1 Epoch 1/10:  13%|█▎        | 166/1239 [00:28<02:56,  6.07it/s, Loss=0.8148, Acc=54.98%]
Phase1 Epoch 1/10:  13%|█▎        | 167/1239 [00:28<03:01,  5.91it/s, Loss=0.8148, Acc=54.98%]
Phase1 Epoch 1/10:  13%|█▎        | 167/1239 [00:28<03:01,  5.91it/s, Loss=0.8147, Acc=54.97%]
Phase1 Epoch 1/10:  14%|█▎        | 168/1239 [00:28<02:58,  6.01it/s, Loss=0.8147, Acc=54.97%]
Phase1 Epoch 1/10:  14%|█▎        | 168/1239 [00:28<02:58,  6.01it/s, Loss=0.8151, Acc=54.86%]
Phase1 Epoch 1/10:  14%|█▎        | 169/1239 [00:28<02:51,  6.25it/s, Loss=0.8151, Acc=54.86%]
Phase1 Epoch 1/10:  14%|█▎        | 169/1239 [00:28<02:51,  6.25it/s, Loss=0.8152, Acc=54.82%]
Phase1 Epoch 1/10:  14%|█▎        | 170/1239 [00:28<02:55,  6.08it/s, Loss=0.8152, Acc=54.82%]
Phase1 Epoch 1/10:  14%|█▎        | 170/1239 [00:28<02:55,  6.08it/s, Loss=0.8152, Acc=54.79%]
Phase1 Epoch 1/10:  14%|█▍        | 171/1239 [00:28<03:00,  5.92it/s, Loss=0.8152, Acc=54.79%]
Phase1 Epoch 1/10:  14%|█▍        | 171/1239 [00:29<03:00,  5.92it/s, Loss=0.8151, Acc=54.78%]
Phase1 Epoch 1/10:  14%|█▍        | 172/1239 [00:29<02:55,  6.08it/s, Loss=0.8151, Acc=54.78%]
Phase1 Epoch 1/10:  14%|█▍        | 172/1239 [00:29<02:55,  6.08it/s, Loss=0.8147, Acc=54.82%]
Phase1 Epoch 1/10:  14%|█▍        | 173/1239 [00:29<02:50,  6.25it/s, Loss=0.8147, Acc=54.82%]
Phase1 Epoch 1/10:  14%|█▍        | 173/1239 [00:29<02:50,  6.25it/s, Loss=0.8143, Acc=54.89%]
Phase1 Epoch 1/10:  14%|█▍        | 174/1239 [00:29<02:55,  6.07it/s, Loss=0.8143, Acc=54.89%]
Phase1 Epoch 1/10:  14%|█▍        | 174/1239 [00:29<02:55,  6.07it/s, Loss=0.8137, Acc=54.96%]
Phase1 Epoch 1/10:  14%|█▍        | 175/1239 [00:29<03:00,  5.91it/s, Loss=0.8137, Acc=54.96%]
Phase1 Epoch 1/10:  14%|█▍        | 175/1239 [00:29<03:00,  5.91it/s, Loss=0.8135, Acc=54.97%]
Phase1 Epoch 1/10:  14%|█▍        | 176/1239 [00:29<02:57,  5.98it/s, Loss=0.8135, Acc=54.97%]
Phase1 Epoch 1/10:  14%|█▍        | 176/1239 [00:29<02:57,  5.98it/s, Loss=0.8129, Acc=55.03%]
Phase1 Epoch 1/10:  14%|█▍        | 177/1239 [00:29<02:50,  6.21it/s, Loss=0.8129, Acc=55.03%]
Phase1 Epoch 1/10:  14%|█▍        | 177/1239 [00:30<02:50,  6.21it/s, Loss=0.8127, Acc=55.04%]
Phase1 Epoch 1/10:  14%|█▍        | 178/1239 [00:30<02:55,  6.05it/s, Loss=0.8127, Acc=55.04%]
Phase1 Epoch 1/10:  14%|█▍        | 178/1239 [00:30<02:55,  6.05it/s, Loss=0.8127, Acc=55.01%]
Phase1 Epoch 1/10:  14%|█▍        | 179/1239 [00:30<02:59,  5.91it/s, Loss=0.8127, Acc=55.01%]
Phase1 Epoch 1/10:  14%|█▍        | 179/1239 [00:30<02:59,  5.91it/s, Loss=0.8123, Acc=55.03%]
Phase1 Epoch 1/10:  15%|█▍        | 180/1239 [00:30<02:55,  6.03it/s, Loss=0.8123, Acc=55.03%]
Phase1 Epoch 1/10:  15%|█▍        | 180/1239 [00:30<02:55,  6.03it/s, Loss=0.8120, Acc=55.06%]
Phase1 Epoch 1/10:  15%|█▍        | 181/1239 [00:30<02:49,  6.26it/s, Loss=0.8120, Acc=55.06%]
Phase1 Epoch 1/10:  15%|█▍        | 181/1239 [00:30<02:49,  6.26it/s, Loss=0.8121, Acc=55.01%]
Phase1 Epoch 1/10:  15%|█▍        | 182/1239 [00:30<02:53,  6.08it/s, Loss=0.8121, Acc=55.01%]
Phase1 Epoch 1/10:  15%|█▍        | 182/1239 [00:30<02:53,  6.08it/s, Loss=0.8120, Acc=55.00%]
Phase1 Epoch 1/10:  15%|█▍        | 183/1239 [00:30<02:58,  5.93it/s, Loss=0.8120, Acc=55.00%]
Phase1 Epoch 1/10:  15%|█▍        | 183/1239 [00:31<02:58,  5.93it/s, Loss=0.8115, Acc=55.04%]
Phase1 Epoch 1/10:  15%|█▍        | 184/1239 [00:31<02:54,  6.06it/s, Loss=0.8115, Acc=55.04%]
Phase1 Epoch 1/10:  15%|█▍        | 184/1239 [00:31<02:54,  6.06it/s, Loss=0.8107, Acc=55.17%]
Phase1 Epoch 1/10:  15%|█▍        | 185/1239 [00:31<02:48,  6.27it/s, Loss=0.8107, Acc=55.17%]
Phase1 Epoch 1/10:  15%|█▍        | 185/1239 [00:31<02:48,  6.27it/s, Loss=0.8107, Acc=55.14%]
Phase1 Epoch 1/10:  15%|█▌        | 186/1239 [00:31<02:52,  6.09it/s, Loss=0.8107, Acc=55.14%]
Phase1 Epoch 1/10:  15%|█▌        | 186/1239 [00:31<02:52,  6.09it/s, Loss=0.8101, Acc=55.21%]
Phase1 Epoch 1/10:  15%|█▌        | 187/1239 [00:31<02:57,  5.92it/s, Loss=0.8101, Acc=55.21%]
Phase1 Epoch 1/10:  15%|█▌        | 187/1239 [00:31<02:57,  5.92it/s, Loss=0.8102, Acc=55.17%]
Phase1 Epoch 1/10:  15%|█▌        | 188/1239 [00:31<02:55,  6.00it/s, Loss=0.8102, Acc=55.17%]
Phase1 Epoch 1/10:  15%|█▌        | 188/1239 [00:31<02:55,  6.00it/s, Loss=0.8099, Acc=55.19%]
Phase1 Epoch 1/10:  15%|█▌        | 189/1239 [00:31<02:48,  6.24it/s, Loss=0.8099, Acc=55.19%]
